"CODI_LLOC_DE_TREBALL","LLOC_DE_TREBALL","UNITAT_ORGANICA","GRUP","NIVELL_DE_DESTI",PUNTUACIO_COMPLEMENT_ESPECIFIC,"ESCALA","SUBESCALA","CLASSE","CATEGORIA","TIPUS_DE_JORNADA","FORMA_DE_PROVISIO","SITUACIO_DEL_LLOC","CODI_ENS","NOM_ENS"
"1871","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1872","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1873","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1874","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1875","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1876","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1877","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1878","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1879","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1880","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1881","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1882","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1883","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1884","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1811","T.A.G.","SERVEIS JURIDICS","A1","22","41","PERSONAL LABORAL",,,"Tècnic Superior Llicenciat  Dret","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1812","T.A.G.","UNITAT DE COMPRES","A1","22","41","PERSONAL LABORAL",,,"Tècnic Superior Llicenciat  Dret","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1814","TÈCNIC OBSERVATORI CIUTAT","GABINET D'ESTUDIS I ESTADÍSTICA","A1","20","32","PERSONAL LABORAL",,,"Tècnic Superior Observatori Ciutat","Prolongació Jornada","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1701","CAP OFICINA DE FORMACIO","OFICINA DE FORMACIÓ","A1","24","44","PERSONAL LABORAL",,,"Tècnic Superior Promoció Econòmica","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1699","CAP DE SERVEI RUBÍ FORMA","SERVEI D'OCUPACIÓ RUBÍ FORMA","A1","28","54","PERSONAL LABORAL",,,"Tècnic Superior Promoció Econòmica","Jornada habitual","Lliure designació","Vacant","818460009","Ajuntament de Rubí"
"1909","TÈCNIC/A AUXILIAR DE FORMACIÓ","OFICINA DE FORMACIÓ","C1","14","25","PERSONAL LABORAL",,,"Tècnic/A Aux Formació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1910","TÈCNIC/A AUXILIAR DE FORMACIÓ","OFICINA DE FORMACIÓ","C1","14","25","PERSONAL LABORAL",,,"Tècnic/A Aux Formació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1857","TÈCNIC/A AUXILIAR DE DISSENY GRÀFIC","COMUNICACIÓ","C1","14","26","PERSONAL LABORAL",,,"Tècnic/A Auxiliar Disseny Gràfic","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1900","TÈCNIC/A MITJÀ/ANA SERVEI EMPRESA","SERVEIS A L'EMPRESA","A2","16","22","PERSONAL LABORAL",,,"Tècnic/A Mitjà Servei Empresa","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
